sample_id	h0	h1	h2
SRS8850345	3673.0	1681.666028613232	1146.3108752032454
SRS8850346	3774.0	1597.6709990023885	1119.581958271582
SRS8850347	4684.0	1469.0936459004754	1034.2986785403607
SRS8850348	3700.0	1635.923736354379	1113.3835590712658
SRS8850349	3862.0	1648.6934729989534	1125.8368293432388
SRS8850350	3600.0	1622.2809230043144	1118.1851771666113
SRS8850351	4002.0	1651.9932509988876	1127.5647042098403
SRS8850352	4786.0	1609.8967200824372	1102.3503864486897
SRS8850353	4904.0	1615.1738049152473	1104.3620559130482
SRS8850354	4704.0	1628.8630848389344	1116.2319273874327
SRS8850355	4425.0	1526.022742216078	1059.0609453312409
SRS8850356	4962.0	1658.5730347363658	1127.817523748939
SRS8850357	4347.0	1583.5007753579118	1077.2635342799779
SRS8850358	4058.0	1643.5821454867523	1126.3606529174483
SRS8850359	3594.0	1521.305603143388	1032.9978647924281
SRS8850360	3643.0	1544.5114854961032	1061.1164821827972
SRS8850361	3180.0	1509.0773169654085	1048.3658715032645
SRS8850362	4414.0	1513.7694413674362	1047.0562310126595
SRS8850363	4428.0	1597.6259177668671	1085.382197121427
SRS8850364	4592.0	1579.3957978779185	1069.470631799567
SRS8850365	4373.0	1856.1976402875475	1232.8763312503572
SRS8850366	4424.0	1674.526022938008	1129.845641948899
SRS8850367	3619.0	1634.1678398467716	1115.4793242266333
SRS8850368	3205.0	1543.5520610948213	1083.8996431823507
SRS8850369	4431.0	1397.9316510809756	988.9075537105463
SRS8850370	4365.0	1656.379108260982	1128.4720196589242
SRS8850371	3568.0	1681.4806417316402	1148.1061432033591
SRS8850372	4651.0	1644.4636775300376	1156.192667328695
SRS8850373	3372.0	1569.0111766488974	1093.168144016195
SRS8850374	3611.0	1608.7250143766332	1113.494191846608
SRS8850375	3584.0	1628.1075708642559	1127.1643038285104
SRS8850376	3495.0	1600.2497879184934	1104.6842733528592
SRS8850377	3628.0	1673.690768084531	1153.4990070886056
SRS8850378	4385.0	1743.9946380085923	1182.4594979307967
SRS8850379	4400.0	1637.441875417333	1128.8320686980471
SRS8850380	3416.0	1483.5232965743237	1042.9234259840598
SRS8850381	3567.0	1581.6977411282483	1101.9177152787322
SRS8850382	3595.0	1562.457834964353	1110.1045604608953
SRS8850383	3276.0	1563.9935012521346	1094.1888693054984
SRS8850384	4275.0	1710.069746134755	1198.557678166243
SRS8850385	4510.0	1818.0121531526804	1261.416888743389
SRS8850386	3611.0	1746.0955199470861	1219.59065491088
SRS8850387	3379.0	1709.711073106108	1185.0354199401347
SRS8850388	4511.0	1946.7867392207172	1344.866784845707
SRS8850389	4354.0	1663.5894304755552	1143.4046336975684
SRS8850390	3610.0	1551.57563279465	1075.3394263667167
SRS8850391	4768.0	1529.0241742892483	1072.9658689367336
SRS8850392	4776.0	1619.1452704184826	1104.7993918442803
SRS8850393	4856.0	1597.4141356682983	1092.625059781915
SRS8850394	4729.0	1719.6760499034485	1140.9721613205165
SRS8850395	3925.0	1567.2403575531118	1070.8885750345935
SRS8850396	4921.0	1593.1110420191856	1079.3197613084467
SRS8850397	4486.0	1854.0105059519055	1228.5749384115693
SRS8850398	4115.0	1827.0396339298761	1192.369803160247
SRS8850399	4347.0	1916.7315909480196	1242.9024824278547
SRS8850400	4297.0	1803.1587260262802	1202.9709032884805
SRS8850401	3342.0	1460.9938428075386	1029.4612609366445
SRS8850402	4342.0	1884.8633606397298	1220.5652929861
SRS8850403	4253.0	1655.5557296797929	1139.2585530751783
