sample_id	h0	h1	h2
ERS3645245	187.0	39.84767501454272	16.970900556185875
ERS3645246	132.0	35.2408036900561	21.266752088530428
ERS3645247	166.0	27.424649659567198	11.741101788991873
ERS3645248	191.0	40.63484182605536	15.232694850350898
ERS3645249	112.0	33.55658061795929	20.296662826546118
ERS3645250	153.0	40.642300719979374	19.748811320692674
ERS3645251	118.0	25.926911330814136	13.296853589387347
ERS3645252	169.0	32.00527213089332	13.014157429266987
ERS3645253	82.0	14.597002577399444	8.170090619837847
ERS3645254	137.0	34.456244782510595	19.290220982932908
ERS3645255	166.0	50.42181960667837	27.451612256924157
ERS3645256	75.0	21.21166214268854	9.440678889917772
ERS3645257	197.0	62.994276345533656	30.856809372867414
ERS3645258	147.0	32.427515460911216	16.703154902807942
